trial_id,epoch,train_loss,val_subcaption_mae_pts,val_content_share_mae,val_anchor_sum_error_pts
v9_breakdown_real_anchor_datefwd_diag_full,45,0.05889833404451779,0.6041491249320845,0.004022564309042846,2.2818908508702729e-7
v9_breakdown_real_anchor_datefwd_diag_full,46,0.05889580623781144,0.604249461328548,0.0040701226065086365,2.3145617929942148e-7
v9_breakdown_real_anchor_datefwd_diag_full,47,0.05889096326208445,0.6042774139205226,0.004067403448402767,2.2755469786131968e-7
v9_breakdown_real_anchor_datefwd_diag_full,48,0.05888711596862219,0.6041812244419851,0.004027527506889273,2.3542109946009405e-7
v9_breakdown_real_anchor_datefwd_diag_full,49,0.05888586007765315,0.6042780151768755,0.004073430002152004,2.2958473698358402e-7
v9_breakdown_real_anchor_datefwd_diag_full,50,0.0588820290370458,0.6042261206206865,0.004018025528145179,2.2831596253216882e-7
v9_breakdown_real_anchor_datefwd_diag_full,51,0.05888397255797445,0.6042948251933717,0.004051922847829258,2.2704718808075358e-7
v9_breakdown_real_anchor_datefwd_diag_full,52,0.05888119978473319,0.6041729256182637,0.004039897693017916,2.2904550784173257e-7
v9_breakdown_real_anchor_datefwd_diag_full,53,0.05887799256778584,0.6041335529539785,0.004032805568957958,2.340571669248227e-7
v9_breakdown_real_anchor_datefwd_diag_full,54,0.05887141159139136,0.6042381017847086,0.004049302523288233,2.277132946677466e-7
v9_breakdown_real_anchor_datefwd_diag_full,55,0.05886209865767087,0.6041550344314783,0.004057526429843135,2.2787189147417348e-7
v9_breakdown_real_anchor_datefwd_diag_full,56,0.058867562379384036,0.6041988647127631,0.0040498778252737065,2.3021912420929163e-7
v9_breakdown_real_anchor_datefwd_diag_full,57,0.05886503515785075,0.6041037759277814,0.0040143316281196295,2.3472327351181568e-7
v9_breakdown_real_anchor_datefwd_diag_full,58,0.05885799637607072,0.6041269554219892,0.00402838817210855,2.246047972617793e-7
v9_breakdown_real_anchor_datefwd_diag_full,59,0.058859438214102965,0.6041560129499844,0.004055336572719034,2.281573657257419e-7
v9_breakdown_real_anchor_datefwd_diag_full,60,0.05885342727592405,0.6042426297949006,0.004054885499612035,2.320588471638437e-7
v9_breakdown_real_anchor_datefwd_diag_full,61,0.05884753482314007,0.6041578637667856,0.00405284803617677,2.32249163331556e-7
v9_breakdown_real_anchor_datefwd_diag_full,62,0.058845117935709096,0.6043058178393592,0.0040692358025532,2.2790361083545887e-7
v9_breakdown_real_anchor_datefwd_diag_full,63,0.058842497241284056,0.604204926615758,0.0040460284131496145,2.2917238528687407e-7
v9_breakdown_real_anchor_datefwd_diag_full,64,0.05884384440915671,0.604254880954126,0.004072666467564363,2.2479511342949158e-7
v9_breakdown_real_anchor_datefwd_diag_full,65,0.058837305567466885,0.6041511826939285,0.004040772893634503,2.2619076532604832e-7
v9_breakdown_real_anchor_datefwd_diag_full,66,0.058834688048680764,0.6042422004257666,0.004085357572348351,2.265396783001875e-7
v9_breakdown_real_anchor_datefwd_diag_full,67,0.0588384991462907,0.6041894694617398,0.004049883241354646,2.2920410464815946e-7
v9_breakdown_real_anchor_datefwd_diag_full,68,0.058837616448420116,0.6043020366694584,0.004094984981341728,2.2676171382918516e-7
v9_breakdown_real_anchor_datefwd_diag_full,69,0.05882809202529921,0.6042782483141809,0.004069298039904962,2.2314570664265178e-7
v9_breakdown_real_anchor_datefwd_diag_full,70,0.058829500738422545,0.6041773573205451,0.004042575867726546,2.2469995534563544e-7
v9_breakdown_real_anchor_datefwd_diag_full,71,0.05882674891998595,0.6043202698226778,0.004085291564357516,2.2384353259093015e-7
v9_breakdown_real_anchor_datefwd_diag_full,72,0.05882455177420439,0.6043973186015607,0.004109613841731241,2.2717406552589511e-7
v9_breakdown_real_anchor_datefwd_diag_full,73,0.05882139169827626,0.6042279742129317,0.004074211949828871,2.3275667311212207e-7
v9_breakdown_real_anchor_datefwd_diag_full,74,0.058818865962297365,0.6041791364991688,0.004062869076496318,2.2939442081587175e-7
v9_breakdown_real_anchor_datefwd_diag_full,75,0.058819681401534166,0.6042770819932665,0.00409355944782438,2.2508058768106e-7
v9_breakdown_real_anchor_datefwd_diag_full,76,0.05881201173064341,0.6041706612840794,0.004080413701505248,2.268885912743267e-7
v9_breakdown_real_anchor_datefwd_diag_full,77,0.05881277269942806,0.6043091680303683,0.004081517652243124,2.333910603378297e-7
v9_breakdown_real_anchor_datefwd_diag_full,78,0.05880643662450771,0.6044316986463094,0.004109621281903922,2.28664875506308e-7
v9_breakdown_real_anchor_datefwd_diag_full,79,0.05881025753694701,0.6042019272884637,0.004066065928183146,2.2441448109406702e-7
v9_breakdown_real_anchor_datefwd_diag_full,80,0.05880437985408094,0.6042491097828668,0.004089873598569217,2.2967989506744017e-7
