trial_id,epoch,train_loss,val_loss,train_mae,val_mae,learning_rate,elapsed_sec,lstm1_units,lstm2_units,dropout,batch_size,width_floor_pts,width_floor_weight,width_norm,width_floor_pct,mae_pts_GE1,mae_pts_GE2,mae_pts_VP,mae_pts_VA,mae_pts_CG,mae_pts_MB,mae_pts_MA,mae_pts_MP,cov_10_90_GE1,cov_10_90_GE2,cov_10_90_VP,cov_10_90_VA,cov_10_90_CG,cov_10_90_MB,cov_10_90_MA,cov_10_90_MP,width_10_90_GE1,width_10_90_GE2,width_10_90_VP,width_10_90_VA,width_10_90_CG,width_10_90_MB,width_10_90_MA,width_10_90_MP
v6-fb-final-v2,18,1.152547,0.999218,0.312901,0.266162,0.000799,2295.73,64,32,0.2,32,0.5,0.05,0.678,0.118,1.4926,0.6345,1.3656,0.0328,0.6840,1.1618,0.5932,0.6802,0.755,0.671,0.659,0.939,0.685,0.804,0.789,0.847,4.167,1.162,3.517,0.223,1.228,3.377,1.368,1.762
default,32,0.953026,1.120173,0.280218,0.265499,0.000795,3843.97,64,32,0.3,32,0.5,0.05,0.713,0.111,1.3582,0.5951,1.3053,0.0303,0.7268,1.3641,0.6146,0.6259,0.777,0.831,0.741,0.896,0.695,0.809,0.772,0.821,3.826,1.373,3.801,0.235,1.644,3.851,1.306,1.518
v6-fb-final-v2,19,1.148064,0.992491,0.315595,0.258516,0.000799,2432.77,64,32,0.2,32,0.5,0.05,0.735,0.111,1.5325,0.5743,1.2377,0.0420,0.6003,1.2031,0.6198,0.6460,0.753,0.845,0.746,0.920,0.860,0.799,0.845,0.867,4.351,1.458,3.341,0.293,1.643,3.483,1.550,1.784
default,33,0.969390,1.036615,0.281668,0.263928,0.000794,3981.32,64,32,0.3,32,0.5,0.05,0.688,0.115,1.4598,0.5899,1.2263,0.0591,0.5521,1.2130,0.6884,0.7169,0.746,0.782,0.799,0.787,0.828,0.787,0.608,0.753,3.915,1.247,3.875,0.233,1.366,3.354,1.253,1.720
v6-fb-final-v2,20,1.122208,1.013122,0.307592,0.269230,0.000798,2570.11,64,32,0.2,32,0.5,0.05,0.650,0.117,1.4126,0.6353,1.2166,0.0761,0.6374,1.1722,0.6439,0.7557,0.811,0.678,0.731,0.666,0.772,0.753,0.768,0.622,4.119,1.113,3.103,0.219,1.606,3.236,1.313,1.376
default,34,0.956533,1.041718,0.279938,0.279619,0.000794,4098.67,64,32,0.3,32,0.5,0.05,0.747,0.114,1.5177,0.6153,1.6024,0.0322,0.5647,1.4202,0.6716,0.6216,0.765,0.809,0.690,0.935,0.857,0.763,0.734,0.877,4.366,1.331,4.018,0.257,1.435,3.728,1.520,1.782
v6-fb-final-v2,21,1.088681,1.011138,0.303252,0.271662,0.000798,2686.53,64,32,0.2,32,0.5,0.05,0.598,0.120,1.5835,0.7366,1.3539,0.0541,0.6007,1.1739,0.5870,0.6541,0.666,0.554,0.603,0.661,0.763,0.734,0.685,0.758,3.972,1.112,2.891,0.174,1.237,3.089,1.082,1.391
default,35,0.942424,1.072399,0.279050,0.285246,0.000793,4211.20,64,32,0.3,32,0.5,0.05,0.691,0.110,1.4382,0.6191,1.3406,0.0500,0.6590,1.2991,0.9487,0.6649,0.770,0.663,0.738,0.748,0.758,0.792,0.426,0.785,3.662,1.167,3.543,0.293,1.569,3.455,1.448,1.602
v6-fb-final-v2,22,1.090814,1.041174,0.303471,0.266354,0.000798,2799.96,64,32,0.2,32,0.5,0.05,0.620,0.117,1.4614,0.6041,1.3693,0.0393,0.6144,1.1101,0.6954,0.7192,0.760,0.654,0.644,0.843,0.753,0.777,0.547,0.741,3.665,1.060,3.013,0.199,1.300,3.427,1.117,1.572
default,36,0.934012,0.983568,0.275325,0.257025,0.000793,4347.57,64,32,0.3,32,0.5,0.05,0.581,0.123,1.3468,0.5919,1.2250,0.0492,0.5937,1.3368,0.5759,0.6486,0.719,0.673,0.683,0.499,0.751,0.666,0.789,0.705,3.481,0.932,3.071,0.156,1.130,3.105,1.176,1.446
