trial_id,epoch,train_loss,val_loss,learning_rate,elapsed_sec,lstm1_units,lstm2_units,dropout,batch_size
default,17,0.799753,0.490591,0.0005,1659.03,64,32,0.3,32
default,18,0.791514,0.508891,0.0005,1717.68,64,32,0.3,32
default,9,0.766120,0.489053,0.0005,990.65,64,32,0.2,32
default,19,0.787871,0.489300,0.0005,1778.01,64,32,0.3,32
default,10,0.754400,0.473443,0.0005,1089.08,64,32,0.2,32
default,20,0.782722,0.480191,0.0005,1837.81,64,32,0.3,32
default,21,0.771864,0.483860,0.0005,1898.49,64,32,0.3,32
default,11,0.748171,0.477460,0.0005,1190.65,64,32,0.2,32
default,22,0.768421,0.479194,0.0005,1963.65,64,32,0.3,32
default,23,0.766492,0.471418,0.0005,2023.91,64,32,0.3,32
default,12,0.737200,0.462817,0.0005,1289.82,64,32,0.2,32
default,24,0.763242,0.478593,0.0005,2083.41,64,32,0.3,32
default,13,0.720277,0.477425,0.0005,1387.50,64,32,0.2,32
default,25,0.754131,0.478221,0.0005,2142.63,64,32,0.3,32
default,26,0.764701,0.498085,0.0005,2204.30,64,32,0.3,32
default,14,0.722511,0.495179,0.0005,1485.25,64,32,0.2,32
default,27,0.750423,0.469863,0.0005,2277.30,64,32,0.3,32
default,15,0.711056,0.461248,0.0005,1555.33,64,32,0.2,32
default,28,0.745153,0.465912,0.0005,2382.58,64,32,0.3,32
default,16,0.713998,0.465283,0.0005,1645.96,64,32,0.2,32
default,17,0.707245,0.455766,0.0005,1730.67,64,32,0.2,32
default,29,0.746260,0.461858,0.0005,2478.81,64,32,0.3,32
default,18,0.700186,0.463734,0.0005,1795.25,64,32,0.2,32
default,30,0.742617,0.472760,0.0005,2569.19,64,32,0.3,32
default,19,0.695225,0.447861,0.0005,1881.92,64,32,0.2,32
default,31,0.753519,0.459966,0.0005,2668.16,64,32,0.3,32
default,20,0.687131,0.447316,0.0005,1981.09,64,32,0.2,32
default,32,0.741626,0.466920,0.0005,2769.26,64,32,0.3,32
default,21,0.688544,0.462094,0.0005,2082.01,64,32,0.2,32
default,33,0.744991,0.457412,0.0005,2869.32,64,32,0.3,32
default,22,0.687726,0.455941,0.0005,2184.02,64,32,0.2,32
default,34,0.738000,0.468634,0.0005,2961.61,64,32,0.3,32
default,23,0.686643,0.457282,0.0005,2279.81,64,32,0.2,32
default,35,0.734751,0.451824,0.0005,3065.56,64,32,0.3,32
default,24,0.679924,0.444513,0.0005,2383.19,64,32,0.2,32
default,36,0.731213,0.474824,0.0005,3169.18,64,32,0.3,32
default,25,0.675470,0.442211,0.0005,2481.80,64,32,0.2,32
default,37,0.736986,0.451517,0.0005,3271.87,64,32,0.3,32
default,26,0.675040,0.450941,0.0005,2577.63,64,32,0.2,32
default,38,0.733038,0.456755,0.0005,3371.87,64,32,0.3,32
default,27,0.682981,0.458980,0.0005,2666.44,64,32,0.2,32
default,39,0.735449,0.464491,0.0005,3480.89,64,32,0.3,32
default,28,0.674538,0.442163,0.0005,2772.41,64,32,0.2,32
default,40,0.725834,0.452592,0.0005,3584.66,64,32,0.3,32
default,29,0.672682,0.441927,0.0005,2873.20,64,32,0.2,32
default,41,0.732532,0.452286,0.0005,3682.75,64,32,0.3,32
default,30,0.673697,0.436636,0.0005,2971.99,64,32,0.2,32
default,42,0.731291,0.460764,0.0005,3781.28,64,32,0.3,32
default,31,0.659963,0.437052,0.0005,3068.24,64,32,0.2,32
default,43,0.721661,0.467451,0.0005,3874.26,64,32,0.3,32
default,32,0.662082,0.434240,0.0005,3170.12,64,32,0.2,32
default,44,0.720971,0.461037,0.0005,3977.68,64,32,0.3,32
default,33,0.664051,0.447742,0.0005,3263.00,64,32,0.2,32
default,45,0.718236,0.450587,0.0005,4078.62,64,32,0.3,32
default,34,0.657118,0.438468,0.0005,3339.42,64,32,0.2,32
default,46,0.721337,0.455100,0.0005,4176.45,64,32,0.3,32
default,35,0.659437,0.439048,0.0005,3438.95,64,32,0.2,32
default,36,0.649629,0.441291,0.0005,3529.89,64,32,0.2,32
default,47,0.725514,0.447348,0.0005,4276.98,64,32,0.3,32
default,37,0.654263,0.449599,0.0005,3630.82,64,32,0.2,32
default,48,0.713462,0.439845,0.0005,4379.37,64,32,0.3,32
default,38,0.645927,0.418020,0.0005,3734.07,64,32,0.2,32
default,49,0.709754,0.439623,0.0005,4483.86,64,32,0.3,32
default,39,0.642575,0.446816,0.0005,3831.47,64,32,0.2,32
default,50,0.711566,0.449997,0.0005,4581.95,64,32,0.3,32
default,40,0.640315,0.452184,0.0005,3930.04,64,32,0.2,32
default,51,0.724697,0.451663,0.0005,4671.05,64,32,0.3,32
default,41,0.643644,0.457402,0.0005,4032.73,64,32,0.2,32
default,52,0.711884,0.444253,0.0005,4776.05,64,32,0.3,32
default,42,0.638668,0.443516,0.0005,4136.44,64,32,0.2,32
default,53,0.715840,0.451599,0.0005,4884.23,64,32,0.3,32
default,43,0.632428,0.424472,0.0005,4238.55,64,32,0.2,32
default,54,0.716157,0.444427,0.0005,4987.26,64,32,0.3,32
default,44,0.637404,0.472034,0.0005,4335.64,64,32,0.2,32
default,55,0.706083,0.437999,0.0005,5085.73,64,32,0.3,32
default,45,0.633212,0.424738,0.0005,4436.64,64,32,0.2,32
default,56,0.708188,0.448829,0.0005,5186.24,64,32,0.3,32
default,46,0.630924,0.429678,0.0005,4513.52,64,32,0.2,32
default,57,0.704269,0.451963,0.0005,5280.51,64,32,0.3,32
default,47,0.637862,0.439120,0.0005,4613.93,64,32,0.2,32
default,58,0.703905,0.442321,0.0005,5382.15,64,32,0.3,32
default,48,0.631177,0.432026,0.0005,4703.10,64,32,0.2,32
default,59,0.710826,0.456976,0.0005,5475.10,64,32,0.3,32
default,60,0.697677,0.458318,0.0005,5561.49,64,32,0.3,32
default,61,0.716084,0.452990,0.0005,5631.59,64,32,0.3,32
default,62,0.689633,0.441381,0.0005,5731.24,64,32,0.3,32
default,63,0.692011,0.446137,0.0005,5829.97,64,32,0.3,32
default,64,0.695705,0.444029,0.0005,5929.52,64,32,0.3,32
default,65,0.702541,0.455196,0.0005,6033.31,64,32,0.3,32
default,66,0.695578,0.447734,0.0005,6130.35,64,32,0.3,32
default,67,0.702891,0.457044,0.0005,6214.08,64,32,0.3,32
default,68,0.692940,0.456864,0.0005,6291.51,64,32,0.3,32
default,69,0.700557,0.438943,0.0005,6361.35,64,32,0.3,32
default,70,0.697841,0.440786,0.0005,6431.13,64,32,0.3,32
default,71,0.697608,0.442240,0.0005,6492.63,64,32,0.3,32
default,72,0.694230,0.445579,0.0005,6560.87,64,32,0.3,32
default,73,0.690084,0.441205,0.0005,6649.65,64,32,0.3,32
default,74,0.691291,0.431763,0.0005,6708.67,64,32,0.3,32
default,75,0.688054,0.443101,0.0005,6767.70,64,32,0.3,32
default,76,0.695545,0.439003,0.0005,6861.12,64,32,0.3,32
default,77,0.694135,0.445162,0.0005,6952.44,64,32,0.3,32
default,78,0.684432,0.441466,0.0005,7050.45,64,32,0.3,32
default,79,0.687660,0.446966,0.0005,7148.23,64,32,0.3,32
default,80,0.685490,0.447935,0.0005,7234.98,64,32,0.3,32
default,81,0.693861,0.437258,0.0005,7333.60,64,32,0.3,32
default,82,0.687617,0.436108,0.0005,7432.38,64,32,0.3,32
default,83,0.685203,0.451576,0.0005,7529.38,64,32,0.3,32
default,84,0.683532,0.432432,0.0005,7626.04,64,32,0.3,32
default,85,0.680087,0.441186,0.0005,7722.66,64,32,0.3,32
default,86,0.679243,0.440842,0.0005,7820.68,64,32,0.3,32
default,87,0.689044,0.436930,0.0005,7917.69,64,32,0.3,32
default,88,0.687357,0.434938,0.0005,8016.52,64,32,0.3,32
default,89,0.686801,0.449062,0.0005,8114.62,64,32,0.3,32
default,90,0.673359,0.444521,0.0005,8211.44,64,32,0.3,32
default,91,0.678989,0.439772,0.0005,8307.42,64,32,0.3,32
default,92,0.675693,0.429256,0.0005,8404.61,64,32,0.3,32
default,93,0.683076,0.437887,0.0005,8500.35,64,32,0.3,32
default,94,0.683750,0.446285,0.0005,8596.98,64,32,0.3,32
default,95,0.679471,0.450317,0.0005,8693.42,64,32,0.3,32
default,96,0.680368,0.446052,0.0005,8790.85,64,32,0.3,32
default,97,0.675243,0.433433,0.0005,8887.41,64,32,0.3,32
default,98,0.679178,0.444489,0.0005,8987.08,64,32,0.3,32
default,99,0.675416,0.444627,0.0005,9086.55,64,32,0.3,32
default,100,0.685799,0.439517,0.0005,9184.99,64,32,0.3,32
default,101,0.680152,0.448585,0.0005,9273.86,64,32,0.3,32
default,102,0.680969,0.432314,0.0005,9352.96,64,32,0.3,32
default,103,0.686926,0.435315,0.0005,9442.15,64,32,0.3,32
default,104,0.669398,0.438934,0.0005,9544.68,64,32,0.3,32
default,105,0.678790,0.433879,0.0005,9648.89,64,32,0.3,32
default,106,0.681722,0.427958,0.0005,9748.55,64,32,0.3,32
default,107,0.680239,0.433126,0.0005,9847.23,64,32,0.3,32
default,108,0.674840,0.435751,0.0005,9948.84,64,32,0.3,32
default,109,0.676284,0.441418,0.0005,10046.90,64,32,0.3,32
default,110,0.675812,0.431287,0.0005,10144.70,64,32,0.3,32
default,111,0.668778,0.441603,0.0005,10243.75,64,32,0.3,32
default,112,0.680880,0.471464,0.0005,10342.05,64,32,0.3,32
default,113,0.664389,0.438995,0.0005,10438.78,64,32,0.3,32
default,114,0.681160,0.441866,0.0005,10535.23,64,32,0.3,32
default,115,0.676613,0.438477,0.0005,10633.59,64,32,0.3,32
default,116,0.680262,0.439141,0.0005,10732.48,64,32,0.3,32
default,117,0.666087,0.444465,0.0005,10829.76,64,32,0.3,32
default,118,0.671134,0.440328,0.0005,10928.09,64,32,0.3,32
default,119,0.667818,0.443448,0.0005,11025.97,64,32,0.3,32
