trial_id,epoch,train_loss,val_loss,learning_rate,elapsed_sec,lstm1_units,lstm2_units,dropout,batch_size
default,71,0.687782,0.428917,0.0005,7140.71,64,32,0.3,32
default,70,0.693954,0.449241,0.0005,7021.25,64,32,0.3,32
default,72,0.679985,0.441071,0.0005,7222.55,64,32,0.3,32
default,71,0.686476,0.455517,0.0005,7103.91,64,32,0.3,32
default,73,0.679071,0.430901,0.0005,7305.89,64,32,0.3,32
default,72,0.686332,0.442644,0.0005,7186.35,64,32,0.3,32
default,74,0.677590,0.447843,0.0005,7388.43,64,32,0.3,32
default,73,0.691055,0.442507,0.0005,7268.78,64,32,0.3,32
default,75,0.675059,0.439658,0.0005,7471.21,64,32,0.3,32
default,74,0.688942,0.444674,0.0005,7350.96,64,32,0.3,32
default,76,0.674820,0.436071,0.0005,7554.54,64,32,0.3,32
default,75,0.688131,0.452996,0.0005,7434.51,64,32,0.3,32
default,77,0.681754,0.441767,0.0005,7638.24,64,32,0.3,32
default,76,0.683111,0.453733,0.0005,7517.76,64,32,0.3,32
default,78,0.673113,0.431724,0.0005,7721.28,64,32,0.3,32
default,77,0.682856,0.446603,0.0005,7599.56,64,32,0.3,32
default,79,0.673029,0.436506,0.0005,7804.47,64,32,0.3,32
default,78,0.693399,0.448257,0.0005,7681.79,64,32,0.3,32
default,80,0.674849,0.428961,0.0005,7888.77,64,32,0.3,32
default,79,0.686984,0.447085,0.0005,7766.18,64,32,0.3,32
default,81,0.685605,0.447343,0.0005,7971.38,64,32,0.3,32
default,80,0.678839,0.447050,0.0005,7849.10,64,32,0.3,32
default,82,0.671850,0.442916,0.0005,8054.27,64,32,0.3,32
default,81,0.677794,0.447100,0.0005,7931.77,64,32,0.3,32
default,83,0.674073,0.439427,0.0005,8136.46,64,32,0.3,32
default,82,0.684009,0.444303,0.0005,8013.62,64,32,0.3,32
default,84,0.672556,0.436400,0.0005,8219.15,64,32,0.3,32
default,83,0.678289,0.452487,0.0005,8096.42,64,32,0.3,32
default,85,0.671262,0.432616,0.0005,8302.56,64,32,0.3,32
default,84,0.668665,0.440808,0.0005,8179.89,64,32,0.3,32
default,86,0.674517,0.433275,0.0005,8385.38,64,32,0.3,32
default,85,0.676606,0.441533,0.0005,8262.00,64,32,0.3,32
default,87,0.676296,0.436092,0.0005,8468.05,64,32,0.3,32
default,86,0.678112,0.444757,0.0005,8343.74,64,32,0.3,32
default,88,0.670629,0.437246,0.0005,8549.35,64,32,0.3,32
default,87,0.673109,0.457902,0.0005,8425.33,64,32,0.3,32
default,89,0.661991,0.431804,0.0005,8631.76,64,32,0.3,32
default,88,0.671191,0.436812,0.0005,8507.77,64,32,0.3,32
default,90,0.666985,0.432698,0.0005,8712.99,64,32,0.3,32
default,89,0.671788,0.443541,0.0005,8589.68,64,32,0.3,32
default,91,0.666662,0.436309,0.0005,8795.69,64,32,0.3,32
default,90,0.673684,0.441756,0.0005,8672.25,64,32,0.3,32
default,91,0.677780,0.453761,0.0005,8755.99,64,32,0.3,32
default,92,0.674400,0.443687,0.0005,8841.19,64,32,0.3,32
default,93,0.667172,0.454406,0.0005,8925.21,64,32,0.3,32
default,94,0.670870,0.448704,0.0005,9009.27,64,32,0.3,32
default,95,0.673054,0.439087,0.0005,9092.74,64,32,0.3,32
default,96,0.666397,0.449784,0.0005,9177.58,64,32,0.3,32
default,97,0.674556,0.448358,0.0005,9262.03,64,32,0.3,32
default,98,0.664124,0.437861,0.0005,9347.40,64,32,0.3,32
default,99,0.673454,0.455401,0.0005,9431.19,64,32,0.3,32
trial_id,epoch,train_loss,val_loss,learning_rate,elapsed_sec,lstm1_units,lstm2_units,dropout,batch_size
default,0,1.548119,0.779146,0.0005,66.47,64,32,0.3,32
default,1,1.156643,0.686675,0.0005,137.07,64,32,0.3,32
default,2,1.057081,0.637420,0.0005,182.75,64,32,0.3,32
default,3,0.996115,0.598500,0.0005,229.88,64,32,0.3,32
default,4,0.947977,0.572552,0.0005,278.02,64,32,0.3,32
default,5,0.901269,0.554296,0.0005,323.59,64,32,0.3,32
default,6,0.882740,0.539016,0.0005,370.52,64,32,0.3,32
default,7,0.860504,0.541944,0.0005,417.88,64,32,0.3,32
default,8,0.840382,0.526059,0.0005,465.22,64,32,0.3,32
default,9,0.821589,0.511828,0.0005,512.78,64,32,0.3,32
default,10,0.807701,0.506422,0.0005,559.88,64,32,0.3,32
default,11,0.791944,0.506841,0.0005,635.49,64,32,0.3,32
default,12,0.793138,0.491353,0.0005,712.40,64,32,0.3,32
default,13,0.787543,0.478441,0.0005,789.18,64,32,0.3,32
default,14,0.773838,0.481154,0.0005,865.79,64,32,0.3,32
default,15,0.771019,0.479873,0.0005,942.71,64,32,0.3,32
default,16,0.756387,0.475042,0.0005,1019.37,64,32,0.3,32
default,17,0.752793,0.471376,0.0005,1095.82,64,32,0.3,32
default,18,0.745900,0.469778,0.0005,1171.27,64,32,0.3,32
default,19,0.744377,0.462574,0.0005,1247.22,64,32,0.3,32
default,20,0.741939,0.473783,0.0005,1323.42,64,32,0.3,32
default,21,0.732528,0.465564,0.0005,1398.88,64,32,0.3,32
default,22,0.727179,0.454985,0.0005,1474.54,64,32,0.3,32
default,23,0.727011,0.466256,0.0005,1550.81,64,32,0.3,32
default,24,0.731613,0.460988,0.0005,1627.27,64,32,0.3,32
default,25,0.729642,0.458189,0.0005,1704.46,64,32,0.3,32
default,26,0.728531,0.457892,0.0005,1781.84,64,32,0.3,32
default,27,0.723178,0.454279,0.0005,1857.46,64,32,0.3,32
default,28,0.719585,0.447057,0.0005,1933.46,64,32,0.3,32
default,29,0.711825,0.475310,0.0005,2009.69,64,32,0.3,32
default,30,0.718127,0.460658,0.0005,2088.41,64,32,0.3,32
default,31,0.714630,0.464949,0.0005,2164.70,64,32,0.3,32
default,32,0.707729,0.452013,0.0005,2240.93,64,32,0.3,32
default,33,0.711106,0.448646,0.0005,2317.48,64,32,0.3,32
default,34,0.705819,0.448364,0.0005,2394.33,64,32,0.3,32
default,35,0.697393,0.457981,0.0005,2470.92,64,32,0.3,32
default,36,0.698949,0.460107,0.0005,2547.80,64,32,0.3,32
default,37,0.695412,0.446806,0.0005,2624.40,64,32,0.3,32
default,38,0.707449,0.453141,0.0005,2702.02,64,32,0.3,32
default,39,0.696413,0.457707,0.0005,2778.20,64,32,0.3,32
default,40,0.692669,0.456083,0.0005,2854.18,64,32,0.3,32
default,41,0.692453,0.446752,0.0005,2930.55,64,32,0.3,32
default,42,0.685480,0.453005,0.0005,3007.73,64,32,0.3,32
default,43,0.688241,0.446033,0.0005,3085.39,64,32,0.3,32
default,44,0.684165,0.455226,0.0005,3163.41,64,32,0.3,32
default,45,0.690554,0.436464,0.0005,3240.59,64,32,0.3,32
default,46,0.689856,0.446153,0.0005,3316.93,64,32,0.3,32
default,47,0.682350,0.446948,0.0005,3393.33,64,32,0.3,32
default,48,0.692049,0.438856,0.0005,3470.35,64,32,0.3,32
default,49,0.680905,0.434114,0.0005,3547.86,64,32,0.3,32
default,50,0.682036,0.436489,0.0005,3624.46,64,32,0.3,32
default,51,0.677695,0.438322,0.0005,3702.31,64,32,0.3,32
default,52,0.678920,0.446633,0.0005,3779.71,64,32,0.3,32
default,53,0.676225,0.437264,0.0005,3856.77,64,32,0.3,32
default,54,0.674935,0.443482,0.0005,3932.88,64,32,0.3,32
default,55,0.678032,0.434874,0.0005,4010.55,64,32,0.3,32
default,56,0.671689,0.438258,0.0005,4088.35,64,32,0.3,32
default,57,0.671373,0.453437,0.0005,4165.55,64,32,0.3,32
default,58,0.670423,0.453880,0.0005,4243.33,64,32,0.3,32
default,59,0.666482,0.435902,0.0005,4320.01,64,32,0.3,32
trial_id,epoch,train_loss,val_loss,learning_rate,elapsed_sec,lstm1_units,lstm2_units,dropout,batch_size
default,0,1.706392,0.801298,0.0005,62.57,64,32,0.3,32
default,1,1.171403,0.711993,0.0005,136.52,64,32,0.3,32
default,2,1.078202,0.660420,0.0005,210.28,64,32,0.3,32
default,3,1.025031,0.632337,0.0005,305.32,64,32,0.3,32
default,4,0.982204,0.605609,0.0005,378.71,64,32,0.3,32
default,5,0.946995,0.582259,0.0005,440.33,64,32,0.3,32
default,6,0.916849,0.563654,0.0005,509.79,64,32,0.3,32
default,7,0.887833,0.549156,0.0005,574.69,64,32,0.3,32
default,8,0.856427,0.537739,0.0005,637.67,64,32,0.3,32
default,9,0.838200,0.529671,0.0005,713.03,64,32,0.3,32
trial_id,epoch,train_loss,val_loss,learning_rate,elapsed_sec,lstm1_units,lstm2_units,dropout,batch_size
default,0,1.846322,0.848276,0.0005,93.13,64,32,0.3,32
default,10,0.833747,0.521917,0.0005,779.79,64,32,0.3,32
default,11,0.810393,0.509197,0.0005,850.08,64,32,0.3,32
default,1,1.234522,0.713786,0.0005,185.72,64,32,0.3,32
default,12,0.808285,0.511535,0.0005,917.71,64,32,0.3,32
default,2,1.091845,0.658640,0.0005,276.42,64,32,0.3,32
default,13,0.790392,0.501630,0.0005,988.29,64,32,0.3,32
default,3,1.015095,0.621777,0.0005,372.45,64,32,0.3,32
default,14,0.789791,0.512597,0.0005,1065.68,64,32,0.3,32
default,4,0.980497,0.605005,0.0005,469.35,64,32,0.3,32
default,15,0.774557,0.479387,0.0005,1150.83,64,32,0.3,32
default,5,0.947088,0.592192,0.0005,568.34,64,32,0.3,32
default,16,0.773410,0.480811,0.0005,1248.00,64,32,0.3,32
default,17,0.763947,0.475791,0.0005,1344.58,64,32,0.3,32
default,6,0.925760,0.582186,0.0005,666.25,64,32,0.3,32
default,7,0.907745,0.571924,0.0005,766.80,64,32,0.3,32
trial_id,epoch,train_loss,val_loss,learning_rate,elapsed_sec,lstm1_units,lstm2_units,dropout,batch_size
default,0,1.659186,0.762771,0.0005,95.70,64,32,0.2,32
default,8,0.901985,0.565521,0.0005,863.24,64,32,0.3,32
default,1,1.135210,0.659160,0.0005,193.45,64,32,0.2,32
default,9,0.887778,0.570235,0.0005,961.75,64,32,0.3,32
default,2,1.032814,0.617414,0.0005,292.87,64,32,0.2,32
default,10,0.872922,0.547315,0.0005,1063.15,64,32,0.3,32
default,3,0.954111,0.582360,0.0005,392.80,64,32,0.2,32
default,11,0.868597,0.541957,0.0005,1164.18,64,32,0.3,32
default,4,0.902809,0.558418,0.0005,493.01,64,32,0.2,32
default,12,0.847541,0.535341,0.0005,1264.27,64,32,0.3,32
default,5,0.851918,0.537472,0.0005,595.56,64,32,0.2,32
default,13,0.834843,0.522958,0.0005,1369.02,64,32,0.3,32
default,6,0.821184,0.511931,0.0005,699.79,64,32,0.2,32
default,14,0.827818,0.513220,0.0005,1469.43,64,32,0.3,32
default,7,0.798642,0.509787,0.0005,794.38,64,32,0.2,32
default,15,0.817358,0.527904,0.0005,1539.25,64,32,0.3,32
default,16,0.806301,0.492381,0.0005,1599.61,64,32,0.3,32
default,8,0.771755,0.494566,0.0005,892.97,64,32,0.2,32
