trial_id,epoch,train_loss,val_loss,train_mae,val_mae,learning_rate,elapsed_sec,lstm1_units,lstm2_units,dropout,batch_size
default,44,0.620082,0.318104,0.196269,0.163166,0.000384,4357.26,64,32,0.3,32
default,29,0.761782,0.640068,0.215528,0.207388,0.000453,2783.79,64,32,0.3,32,1.6563,0.1870,1.6121,0.0275,0.1041,1.7136,0.0672,0.1655,0.554,0.763,0.890,0.561,0.994,0.853,0.603,0.232,3.843,0.530,5.888,0.139,0.649,6.215,0.288,0.130
default,45,0.591755,0.285330,0.186494,0.129705,0.000379,4458.05,64,32,0.3,32
default,30,0.858475,0.363163,0.223130,0.168437,0.000450,2906.44,64,32,0.3,32,1.4718,0.0377,1.3443,0.0843,0.0383,1.6313,0.1504,0.0479,0.715,0.821,0.843,0.954,0.926,0.846,0.829,0.976,4.077,0.236,4.899,0.524,0.357,4.557,0.271,0.295
default,46,0.684861,0.286355,0.195063,0.134571,0.000373,4579.84,64,32,0.3,32
default,31,1.038784,0.308673,0.228352,0.157356,0.000446,3013.25,64,32,0.3,32,1.5905,0.0418,1.3208,0.0291,0.0510,1.2139,0.0944,0.1365,0.690,0.946,0.913,0.935,0.869,0.948,0.954,0.941,4.030,0.270,5.644,0.458,0.479,5.985,0.296,0.218
default,47,0.644925,0.346937,0.190330,0.155490,0.000367,4684.93,64,32,0.3,32
default,32,0.772552,0.419697,0.216600,0.190591,0.000442,3134.38,64,32,0.3,32,1.9231,0.0873,1.2753,0.1813,0.1015,1.1826,0.0509,0.1539,0.708,0.994,0.843,0.922,0.837,0.799,0.954,0.996,4.138,1.039,4.583,0.255,0.250,3.947,0.646,0.371
default,48,0.604819,0.360986,0.187952,0.136485,0.000362,4805.55,64,32,0.3,32
default,49,0.645649,0.362893,0.186244,0.145672,0.000356,4904.73,64,32,0.3,32
default,33,0.798385,0.371362,0.217523,0.155278,0.000437,3235.36,64,32,0.3,32,1.6409,0.0529,1.3762,0.0983,0.0374,1.2263,0.0718,0.0499,0.869,0.801,0.865,0.921,0.496,0.812,0.822,0.941,6.192,0.246,4.914,0.654,0.179,4.340,0.263,0.179
default,50,0.638074,0.435792,0.193856,0.189540,0.000350,4995.49,64,32,0.3,32
