trial_id,epoch,train_loss,val_loss,train_mae,val_mae,learning_rate,elapsed_sec,lstm1_units,lstm2_units,dropout,batch_size
default,58,0.530100,0.436622,0.179272,0.147442,0.000303,5874.18,64,32,0.3,32,1.5089,0.1271,1.2767,0.0224,0.0335,1.1136,0.1012,0.0390,0.656,0.953,0.910,0.939,0.936,0.901,0.816,0.951,3.407,0.212,6.235,0.303,0.230,4.934,0.420,0.295
default,4,1.150349,0.366833,0.399464,0.260596,0.000500,481.77,64,32,0.3,32,0.5,0.05,0.725,0.534,2.8134,0.2103,1.6957,0.1488,0.1266,1.6890,0.1458,0.1146,0.559,0.733,0.674,0.624,0.713,0.667,0.814,0.808,5.215,0.461,4.477,0.384,0.338,7.211,0.461,0.384
default,59,0.632664,0.313695,0.179795,0.127756,0.000296,5971.22,64,32,0.3,32,1.3987,0.0254,1.2096,0.0336,0.0238,1.2390,0.0418,0.0481,0.651,0.800,0.912,0.346,0.730,0.839,0.908,0.998,3.777,0.094,5.288,0.125,0.097,4.629,0.152,0.362
default,5,0.924394,0.347498,0.364598,0.247126,0.000500,586.39,64,32,0.3,32,0.5,0.05,0.879,0.533,2.1209,0.2485,1.5902,0.1115,0.1160,1.4012,0.2047,0.1813,0.839,0.665,0.824,0.743,0.767,0.846,0.212,0.312,7.706,0.503,4.869,0.404,0.394,9.899,0.407,0.344
default,60,0.604717,0.326624,0.177776,0.127432,0.000290,6069.45,64,32,0.3,32,1.4734,0.0253,1.1804,0.0212,0.0574,1.1079,0.0430,0.0476,0.768,0.961,0.796,0.841,0.928,0.960,0.931,0.958,4.162,0.186,4.267,0.153,0.306,6.470,0.215,0.241
default,6,1.043692,0.316136,0.343068,0.219107,0.000500,671.25,64,32,0.3,32,0.5,0.05,0.710,0.559,2.0151,0.1863,1.5372,0.1195,0.0954,1.4921,0.1562,0.0913,0.764,0.634,0.771,0.770,0.886,0.761,0.562,0.693,5.396,0.426,5.300,0.327,0.376,6.735,0.398,0.256
default,61,0.618949,0.283520,0.181402,0.137806,0.000284,6158.65,64,32,0.3,32,1.5523,0.0265,1.2655,0.0288,0.0486,1.2050,0.0390,0.0761,0.737,0.511,0.922,0.458,0.967,0.882,0.879,0.972,4.233,0.065,5.475,0.066,0.241,4.646,0.179,0.185
default,7,0.838627,0.454306,0.311387,0.207504,0.000500,774.72,64,32,0.3,32,0.5,0.05,0.689,0.525,1.9674,0.1501,1.5649,0.1229,0.0990,1.5355,0.0945,0.0813,0.780,0.674,0.777,0.595,0.976,0.740,0.834,0.968,5.473,0.367,4.210,0.321,0.429,6.356,0.322,0.514
default,62,0.560351,0.269923,0.187308,0.127623,0.000278,6259.53,64,32,0.3,32,1.5125,0.0450,1.1440,0.0226,0.0341,1.1326,0.0449,0.0449,0.709,0.651,0.922,0.989,0.809,0.828,0.814,0.656,3.520,0.083,5.502,0.364,0.150,3.971,0.105,0.062
default,8,1.006446,0.247090,0.315107,0.207898,0.000499,875.86,64,32,0.3,32,0.5,0.05,0.748,0.555,1.9286,0.1722,1.4706,0.0932,0.1142,1.3228,0.1171,0.1349,0.878,0.780,0.810,0.941,0.978,0.906,0.649,0.698,6.730,0.477,4.587,0.353,0.438,6.797,0.352,0.379
default,63,0.517603,0.289091,0.174831,0.123192,0.000272,6370.00,64,32,0.3,32,1.4001,0.0326,1.1705,0.0195,0.0238,1.1451,0.0560,0.0358,0.608,0.928,0.839,0.987,0.746,0.827,0.748,0.966,3.454,0.141,4.268,0.303,0.097,3.986,0.148,0.188
default,9,0.757030,0.276690,0.293268,0.202756,0.000499,995.83,64,32,0.3,32,0.5,0.05,0.605,0.586,1.9689,0.1595,1.4756,0.0599,0.0714,1.4756,0.1788,0.0758,0.744,0.426,0.803,0.899,0.902,0.847,0.318,0.832,4.801,0.323,4.398,0.281,0.286,6.023,0.325,0.230
default,64,0.522441,0.283906,0.177252,0.125363,0.000266,6493.22,64,32,0.3,32,1.3985,0.0377,1.1675,0.0219,0.0256,1.1331,0.0342,0.0696,0.747,0.746,0.852,0.667,0.966,0.879,0.651,0.564,3.775,0.101,4.389,0.087,0.294,4.588,0.144,0.054
default,10,3.332104,0.214661,0.280788,0.199416,0.000498,1111.97,64,32,0.3,32,0.5,0.05,0.702,0.566,1.9087,0.0982,1.4895,0.0677,0.1146,1.2884,0.2238,0.0668,0.836,0.913,0.830,0.962,0.800,0.866,0.410,0.860,6.504,0.347,4.771,0.351,0.345,6.222,0.455,0.267
default,65,0.569601,0.272368,0.177566,0.127964,0.000260,6601.19,64,32,0.3,32,1.4107,0.0407,1.3224,0.0355,0.0260,1.1301,0.0299,0.0388,0.642,0.987,0.792,0.971,0.710,0.902,0.955,0.954,4.143,0.215,3.887,0.199,0.128,5.070,0.175,0.154
default,11,0.666697,0.248161,0.275194,0.201233,0.000497,1220.19,64,32,0.3,32,0.5,0.05,0.557,0.599,1.8858,0.1091,1.4308,0.1368,0.0655,1.4453,0.0703,0.1852,0.709,0.700,0.824,0.152,0.909,0.903,0.942,0.176,4.459,0.228,4.464,0.198,0.239,5.623,0.301,0.240
default,66,0.539988,0.278474,0.170141,0.127090,0.000254,6707.29,64,32,0.3,32,1.5060,0.0373,1.1313,0.0538,0.0234,1.1325,0.0373,0.0398,0.723,0.783,0.905,0.949,0.976,0.902,0.874,0.862,3.730,0.090,5.084,0.156,0.333,4.902,0.124,0.181
default,12,0.761500,0.218720,0.269786,0.188022,0.000496,1301.73,64,32,0.3,32,0.5,0.05,0.566,0.600,1.8481,0.1556,1.8986,0.0581,0.0496,1.3401,0.0653,0.0515,0.812,0.274,0.828,0.814,0.819,0.867,0.953,0.926,5.429,0.265,4.673,0.163,0.187,4.936,0.314,0.281
default,67,0.567828,0.342024,0.172634,0.128338,0.000247,6789.08,64,32,0.3,32,1.3993,0.0476,1.1474,0.0234,0.0254,1.2940,0.0334,0.0495,0.875,0.965,0.922,0.721,0.631,0.874,0.940,0.085,5.198,0.150,5.420,0.160,0.170,4.527,0.211,0.076
default,13,0.781861,0.210985,0.261591,0.168887,0.000495,1406.95,64,32,0.3,32,0.5,0.05,0.623,0.592,1.8214,0.0820,1.4294,0.0771,0.0797,1.3091,0.0580,0.0561,0.762,0.824,0.876,0.834,0.984,0.933,0.967,0.635,4.791,0.267,5.322,0.243,0.363,6.142,0.290,0.174
default,68,0.538436,0.297376,0.168139,0.125014,0.000241,6906.47,64,32,0.3,32,1.3864,0.0602,1.1753,0.0191,0.0217,1.0950,0.0282,0.0665,0.532,0.987,0.855,0.671,0.710,0.876,0.975,0.585,2.715,0.259,4.471,0.161,0.239,4.593,0.245,0.111
default,14,0.750487,0.193942,0.261118,0.160889,0.000493,1527.70,64,32,0.3,32,0.5,0.05,0.521,0.605,1.8231,0.0632,1.4452,0.0325,0.0485,1.3145,0.0764,0.0628,0.721,0.890,0.786,0.952,0.926,0.892,0.670,0.820,4.415,0.241,4.258,0.184,0.233,5.190,0.218,0.203
default,69,0.496981,0.362190,0.170067,0.145756,0.000235,7027.70,64,32,0.3,32,1.4006,0.0293,1.1770,0.0187,0.0539,1.4485,0.1354,0.0372,0.714,0.597,0.949,0.899,0.976,0.901,0.608,0.641,4.170,0.058,6.033,0.124,0.287,5.009,0.077,0.062
default,15,0.795205,0.178627,0.256566,0.164425,0.000492,1650.15,64,32,0.3,32,0.5,0.05,0.495,0.606,1.8914,0.0892,1.4052,0.0441,0.0389,1.2953,0.0968,0.0442,0.691,0.724,0.766,0.691,0.962,0.869,0.663,0.933,3.984,0.271,3.787,0.188,0.209,4.844,0.259,0.222
default,70,0.533141,0.292351,0.173005,0.134741,0.000229,7152.48,64,32,0.3,32,1.4240,0.0506,1.1662,0.0262,0.0401,1.1932,0.0794,0.0490,0.728,0.984,0.899,0.936,0.781,0.801,0.943,0.998,3.833,0.230,5.031,0.157,0.121,3.795,0.187,0.363
default,16,0.593143,0.243896,0.246199,0.187061,0.000490,1775.26,64,32,0.3,32,0.5,0.05,0.586,0.610,2.0558,0.1079,1.4069,0.0656,0.0421,1.3392,0.1786,0.0584,0.715,0.439,0.845,0.973,0.915,0.901,0.148,0.867,5.543,0.222,4.951,0.265,0.208,5.509,0.235,0.209
default,71,0.493627,0.316747,0.167682,0.138855,0.000223,7275.97,64,32,0.3,32,1.5820,0.0424,1.3870,0.0300,0.0218,1.1970,0.0642,0.0359,0.784,0.594,0.790,0.952,0.865,0.808,0.880,0.998,4.291,0.084,4.382,0.257,0.218,4.181,0.129,0.427
default,17,0.650213,0.184936,0.245158,0.160776,0.000488,1895.81,64,32,0.3,32,0.5,0.05,0.473,0.617,1.7343,0.0663,1.3648,0.1055,0.0461,1.3059,0.0548,0.0480,0.702,0.832,0.796,0.314,0.700,0.859,0.978,0.878,3.978,0.183,4.173,0.175,0.164,4.348,0.286,0.187
default,72,0.505243,0.331299,0.167508,0.126555,0.000217,7399.03,64,32,0.3,32,1.3848,0.0594,1.1567,0.0507,0.0251,1.1148,0.0270,0.0460,0.607,0.717,0.816,0.867,0.982,0.836,0.948,0.962,3.206,0.115,4.082,0.127,0.365,4.299,0.184,0.180
default,18,0.681694,0.189843,0.247979,0.181262,0.000486,2008.48,64,32,0.3,32,0.5,0.05,0.636,0.588,1.8077,0.0932,1.3966,0.1335,0.0421,1.2720,0.1407,0.0617,0.759,0.880,0.856,0.704,0.980,0.920,0.735,0.908,4.855,0.247,4.841,0.310,0.247,6.285,0.489,0.219
default,73,0.539983,0.322879,0.172037,0.118013,0.000211,7510.23,64,32,0.3,32,1.3735,0.0248,1.1348,0.0252,0.0216,1.1151,0.0427,0.0328,0.845,0.422,0.832,0.969,0.576,0.868,0.681,0.815,4.806,0.083,4.408,0.271,0.144,4.472,0.072,0.079
default,19,0.750447,0.207479,0.246214,0.176538,0.000484,2129.33,64,32,0.3,32,0.5,0.05,0.533,0.621,2.0276,0.1180,1.3679,0.0489,0.0498,1.4649,0.0481,0.0884,0.779,0.359,0.881,0.946,0.508,0.863,0.890,0.443,4.910,0.193,4.838,0.235,0.151,4.913,0.187,0.237
default,74,0.485707,0.345641,0.164947,0.124324,0.000205,7631.28,64,32,0.3,32,1.4734,0.0420,1.1542,0.0238,0.0385,1.1312,0.0275,0.0386,0.656,0.441,0.870,0.826,0.764,0.883,0.770,0.882,3.474,0.080,4.932,0.097,0.184,4.871,0.090,0.154
default,20,0.585736,0.210624,0.231122,0.171384,0.000481,2250.67,64,32,0.3,32,0.5,0.05,0.529,0.619,1.7376,0.0566,1.3313,0.0526,0.0560,1.5219,0.1499,0.0465,0.769,0.909,0.867,0.968,0.955,0.822,0.821,0.922,4.678,0.225,4.608,0.235,0.176,4.702,0.320,0.167
default,75,0.506971,0.327487,0.169280,0.128350,0.000200,7752.99,64,32,0.3,32,1.4071,0.0460,1.1764,0.0196,0.0365,1.2888,0.0375,0.0325,0.618,0.709,0.883,0.584,0.952,0.845,0.925,0.740,3.488,0.087,4.976,0.065,0.249,4.421,0.165,0.077
default,21,0.630341,0.261823,0.244340,0.174391,0.000479,2373.62,64,32,0.3,32,0.5,0.05,0.657,0.503,1.7704,0.0695,1.3663,0.1076,0.0989,1.3471,0.0928,0.0439,0.704,0.939,0.857,0.912,0.581,0.812,0.999,0.896,4.466,0.204,4.885,0.203,0.284,5.094,1.132,0.201
default,76,0.478992,0.313152,0.164770,0.119506,0.000194,7876.30,64,32,0.3,32,1.3796,0.0340,1.2038,0.0243,0.0205,1.0886,0.0294,0.0394,0.761,0.780,0.817,0.981,0.913,0.837,0.886,0.963,3.880,0.094,3.960,0.333,0.136,4.046,0.164,0.118
default,22,0.561441,0.306472,0.236078,0.155299,0.000476,2495.29,64,32,0.3,32,0.5,0.05,0.573,0.619,1.6721,0.0994,1.3284,0.0640,0.0354,1.2495,0.0664,0.0455,0.837,0.793,0.898,0.962,0.967,0.913,0.815,0.771,5.171,0.309,5.038,0.216,0.250,5.107,0.254,0.153
default,77,0.451719,0.278699,0.162747,0.119079,0.000188,7995.51,64,32,0.3,32,1.3887,0.0250,1.1292,0.0181,0.0310,1.1445,0.0273,0.0457,0.701,0.753,0.892,0.618,0.590,0.839,0.750,0.799,3.607,0.093,5.008,0.111,0.218,4.502,0.118,0.068
default,23,0.591533,0.177322,0.226973,0.153073,0.000473,2617.26,64,32,0.3,32,0.5,0.05,0.492,0.622,1.6693,0.0868,1.3166,0.0482,0.0545,1.3822,0.0390,0.0362,0.756,0.481,0.868,0.542,0.962,0.849,0.974,0.896,4.388,0.187,4.507,0.136,0.188,4.636,0.244,0.165
default,78,0.492352,0.307083,0.165786,0.124938,0.000183,8121.01,64,32,0.3,32,1.3801,0.0229,1.1397,0.0355,0.0328,1.2580,0.0389,0.0360,0.687,0.948,0.839,0.724,0.833,0.810,0.989,0.448,3.467,0.163,4.697,0.087,0.115,4.296,0.332,0.094
default,24,0.567713,0.251237,0.232450,0.151128,0.000470,2741.59,64,32,0.3,32,0.5,0.05,0.473,0.622,1.7546,0.0422,1.3871,0.0253,0.0520,1.3181,0.0407,0.0712,0.753,0.919,0.845,0.980,0.919,0.869,0.909,0.504,4.311,0.164,4.370,0.173,0.183,4.496,0.186,0.141
default,79,0.476287,0.312573,0.164086,0.147171,0.000177,8248.59,64,32,0.3,32,1.6265,0.0248,1.2432,0.0274,0.0254,1.5079,0.0317,0.1041,0.572,0.893,0.674,0.668,0.680,0.848,0.568,0.393,3.500,0.126,3.602,0.132,0.098,4.512,0.051,0.046
default,25,0.605600,0.207671,0.226710,0.158500,0.000467,2867.75,64,32,0.3,32,0.5,0.05,0.577,0.618,1.7764,0.0933,1.3736,0.0746,0.0306,1.3196,0.0519,0.0388,0.787,0.726,0.914,0.664,0.936,0.852,0.807,0.973,4.878,0.247,6.167,0.201,0.163,4.473,0.199,0.336
default,80,0.459825,0.391625,0.165391,0.123135,0.000171,8375.09,64,32,0.3,32,1.4587,0.0278,1.2113,0.0166,0.0242,1.2046,0.0262,0.0375,0.830,0.711,0.920,0.894,0.932,0.859,0.792,0.751,4.757,0.075,5.595,0.132,0.269,4.813,0.131,0.066
default,26,1.291747,0.169253,0.239689,0.161106,0.000464,2993.70,64,32,0.3,32,0.5,0.05,0.510,0.622,1.7515,0.0526,1.3573,0.0886,0.0343,1.4520,0.0691,0.0425,0.690,0.905,0.850,0.703,0.980,0.841,0.963,0.906,4.463,0.167,4.481,0.171,0.249,5.031,0.208,0.171
default,81,0.656139,0.341936,0.162316,0.125542,0.000166,8497.79,64,32,0.3,32,1.4147,0.0352,1.1793,0.0294,0.0204,1.1419,0.0253,0.0722,0.617,0.779,0.866,0.963,0.889,0.898,0.453,0.575,3.156,0.107,4.727,0.178,0.179,5.200,0.073,0.098
default,27,0.627336,0.265532,0.224087,0.167983,0.000461,3116.24,64,32,0.3,32,0.5,0.05,0.443,0.623,1.6655,0.0340,1.4418,0.1107,0.0897,1.4127,0.0652,0.0476,0.737,0.913,0.878,0.170,0.251,0.762,0.583,0.808,4.436,0.144,4.655,0.161,0.146,3.549,0.151,0.143
default,82,0.503531,0.291875,0.155844,0.119789,0.000161,8620.29,64,32,0.3,32,1.4083,0.0254,1.1668,0.0287,0.0283,1.1212,0.0263,0.0370,0.645,0.893,0.815,0.819,0.942,0.861,0.325,0.901,3.660,0.126,4.340,0.137,0.236,4.579,0.069,0.091
default,28,0.579917,0.238899,0.216985,0.167649,0.000457,3240.33,64,32,0.3,32,0.5,0.05,0.463,0.623,1.7090,0.0731,1.3135,0.1163,0.0932,1.3208,0.0417,0.0649,0.733,0.676,0.865,0.183,0.250,0.853,0.960,0.581,4.055,0.147,4.454,0.175,0.165,4.228,0.237,0.137
default,29,0.551932,0.181517,0.227450,0.176679,0.000453,3356.25,64,32,0.3,32,0.5,0.05,0.443,0.624,1.8732,0.0652,1.7037,0.0787,0.0627,1.3818,0.0458,0.0695,0.707,0.782,0.833,0.551,0.852,0.828,0.848,0.840,3.962,0.152,4.479,0.149,0.125,4.054,0.146,0.183
default,30,0.483609,0.205786,0.213352,0.151413,0.000450,3434.03,64,32,0.3,32,0.5,0.05,0.481,0.623,1.6684,0.0887,1.2815,0.0292,0.0485,1.2602,0.0782,0.0445,0.780,0.258,0.878,0.919,0.925,0.866,0.484,0.940,4.497,0.174,4.596,0.173,0.207,4.173,0.161,0.187
default,31,0.723267,0.151208,0.224717,0.150779,0.000446,3553.93,64,32,0.3,32,0.5,0.05,0.443,0.624,1.7099,0.0658,1.4560,0.0277,0.0299,1.3133,0.0307,0.0672,0.770,0.378,0.830,0.863,0.929,0.848,0.936,0.842,4.493,0.150,4.295,0.114,0.145,3.976,0.139,0.165
default,32,0.463926,0.161750,0.210528,0.141064,0.000442,3675.31,64,32,0.3,32,0.5,0.05,0.525,0.621,1.6516,0.0336,1.3046,0.0294,0.0603,1.2425,0.0330,0.0519,0.809,0.989,0.867,0.982,0.972,0.893,0.993,0.951,4.810,0.264,4.719,0.201,0.205,4.588,0.225,0.173
default,33,0.506792,0.156462,0.207105,0.153858,0.000437,3796.68,64,32,0.3,32,0.5,0.05,0.426,0.623,1.6539,0.0747,1.2959,0.0747,0.0610,1.3220,0.0271,0.0557,0.727,0.645,0.830,0.252,0.863,0.807,0.942,0.713,4.013,0.149,4.121,0.132,0.227,3.734,0.132,0.132
default,34,0.589156,0.170683,0.218781,0.150912,0.000433,3872.74,64,32,0.3,32,0.5,0.05,0.635,0.600,1.6424,0.0946,1.3541,0.0239,0.0279,1.2623,0.0712,0.0543,0.835,0.973,0.934,0.927,0.969,0.935,0.694,0.966,5.019,0.323,6.499,0.139,0.168,5.565,0.173,0.442
default,35,0.512701,0.160026,0.219939,0.136177,0.000429,3994.75,64,32,0.3,32,0.5,0.05,0.516,0.623,1.6207,0.0302,1.3062,0.0273,0.0281,1.2543,0.0500,0.0359,0.769,0.941,0.909,0.922,0.976,0.893,0.979,0.958,4.243,0.159,5.263,0.141,0.169,4.717,0.293,0.172
default,36,0.422276,0.153030,0.203817,0.145213,0.000424,4078.89,64,32,0.3,32,0.5,0.05,0.516,0.624,1.6371,0.0261,1.3838,0.0232,0.0693,1.2543,0.0392,0.0643,0.767,0.948,0.876,0.989,0.804,0.902,0.966,0.753,4.348,0.147,5.523,0.195,0.198,4.713,0.137,0.178
default,37,0.512374,0.149501,0.205360,0.138211,0.000419,4158.82,64,32,0.3,32,0.5,0.05,0.464,0.624,1.6312,0.0277,1.3715,0.0564,0.0291,1.2588,0.0252,0.0305,0.777,0.968,0.836,0.868,0.982,0.860,0.958,0.976,4.436,0.150,4.466,0.175,0.201,4.095,0.129,0.171
default,38,0.438987,0.192615,0.212093,0.163780,0.000415,4236.17,64,32,0.3,32,0.5,0.05,0.461,0.624,1.6424,0.0408,1.2718,0.0744,0.1337,1.2472,0.1083,0.0411,0.774,0.836,0.880,0.378,0.087,0.869,0.220,0.905,4.347,0.140,4.406,0.178,0.166,4.173,0.189,0.145
default,39,0.498627,0.168005,0.203333,0.151117,0.000410,4314.50,64,32,0.3,32,0.5,0.05,0.490,0.622,1.6330,0.0412,1.2563,0.0292,0.0643,1.2640,0.0582,0.1057,0.781,0.938,0.903,0.952,0.921,0.875,0.976,0.170,4.526,0.187,4.709,0.175,0.139,4.422,0.233,0.148
default,40,0.424314,0.160792,0.206430,0.143294,0.000405,4407.99,64,32,0.3,32,0.5,0.05,0.415,0.624,1.6376,0.0406,1.2628,0.0360,0.0233,1.3550,0.0640,0.0479,0.733,0.900,0.830,0.948,0.940,0.823,0.808,0.888,3.894,0.142,3.983,0.149,0.122,3.845,0.160,0.143
default,41,0.499125,0.149903,0.201890,0.131029,0.000400,4487.14,64,32,0.3,32,0.5,0.05,0.445,0.625,1.6144,0.0226,1.2796,0.0300,0.0264,1.2557,0.0239,0.0348,0.753,0.974,0.835,0.946,0.971,0.893,0.942,0.860,4.207,0.136,4.121,0.117,0.129,4.794,0.124,0.126
default,42,0.473122,0.163666,0.196373,0.140797,0.000395,4566.05,64,32,0.3,32,0.5,0.05,0.450,0.625,1.6193,0.0318,1.2504,0.0608,0.0198,1.4432,0.0401,0.0248,0.749,0.919,0.863,0.461,0.974,0.902,0.722,0.935,4.315,0.125,4.401,0.110,0.126,4.832,0.096,0.122
default,43,0.687689,0.146463,0.203072,0.141268,0.000389,4643.39,64,32,0.3,32,0.5,0.05,0.416,0.625,1.6933,0.0375,1.2514,0.0324,0.0373,1.3120,0.0546,0.0364,0.629,0.883,0.828,0.694,0.774,0.874,0.645,0.836,4.028,0.134,4.031,0.085,0.108,4.379,0.117,0.114
default,44,0.420403,0.153573,0.203898,0.133050,0.000384,4728.27,64,32,0.3,32,0.5,0.05,0.571,0.621,1.6245,0.0479,1.2578,0.0218,0.0194,1.2982,0.0187,0.0393,0.784,0.998,0.912,0.941,0.987,0.832,0.978,0.989,4.741,0.319,6.424,0.109,0.183,4.623,0.129,0.290
default,45,0.386469,0.153708,0.197996,0.142328,0.000379,4806.39,64,32,0.3,32,0.5,0.05,0.436,0.625,1.7105,0.0249,1.3026,0.0287,0.0408,1.3232,0.0731,0.0210,0.760,0.894,0.866,0.946,0.947,0.880,0.640,0.951,4.221,0.110,4.278,0.134,0.126,4.400,0.142,0.108
default,46,0.395170,0.180723,0.196962,0.146643,0.000373,4892.70,64,32,0.3,32,0.5,0.05,0.412,0.625,1.6443,0.0619,1.2791,0.0410,0.0310,1.3210,0.0240,0.0838,0.708,0.224,0.856,0.828,0.926,0.860,0.960,0.176,3.834,0.097,4.307,0.115,0.122,4.064,0.120,0.115
default,47,0.394662,0.192598,0.199773,0.147189,0.000367,4969.11,64,32,0.3,32,0.5,0.05,0.435,0.625,2.0648,0.0309,1.3455,0.0258,0.0544,1.2686,0.0277,0.0249,0.731,0.921,0.870,0.961,0.675,0.866,0.941,0.945,4.475,0.118,4.471,0.107,0.116,4.133,0.103,0.136
default,48,0.362610,0.184319,0.191051,0.131124,0.000362,5044.97,64,32,0.3,32,0.5,0.05,0.473,0.625,1.6988,0.0188,1.2541,0.0389,0.0199,1.2881,0.0172,0.0263,0.803,0.968,0.914,0.906,0.980,0.893,0.971,0.931,4.737,0.111,5.063,0.118,0.114,4.588,0.118,0.116
default,49,0.385862,0.158104,0.199805,0.147825,0.000356,5120.79,64,32,0.3,32,0.5,0.05,0.442,0.625,1.6357,0.0606,1.2939,0.0215,0.1005,1.4075,0.0206,0.0253,0.733,0.663,0.859,0.992,0.267,0.861,0.873,0.914,3.999,0.143,4.484,0.168,0.139,4.438,0.084,0.111
default,50,0.430560,0.152702,0.191838,0.135877,0.000350,5198.16,64,32,0.3,32,0.5,0.05,0.445,0.625,1.6033,0.0444,1.2532,0.0281,0.0343,1.2976,0.0346,0.0334,0.734,0.537,0.903,0.892,0.724,0.907,0.885,0.720,3.981,0.094,4.726,0.098,0.096,4.997,0.099,0.092
default,51,0.382864,0.198413,0.188007,0.136976,0.000345,5274.99,64,32,0.3,32,0.5,0.05,0.437,0.625,1.6304,0.0210,1.2536,0.0500,0.0177,1.3940,0.0466,0.0204,0.782,0.965,0.865,0.297,0.959,0.876,0.703,0.963,4.352,0.103,4.461,0.093,0.096,4.550,0.117,0.114
default,52,0.440158,0.145887,0.196922,0.130615,0.000339,5350.94,64,32,0.3,32,0.5,0.05,0.413,0.625,1.6306,0.0222,1.2706,0.0379,0.0321,1.2260,0.0271,0.0213,0.733,0.946,0.846,0.781,0.958,0.833,0.810,0.959,4.212,0.095,4.207,0.114,0.118,4.071,0.090,0.115
default,53,0.371070,0.191595,0.189944,0.138537,0.000333,5428.11,64,32,0.3,32,0.5,0.05,0.466,0.624,1.6685,0.0407,1.2531,0.0319,0.0805,1.2202,0.0199,0.0294,0.794,0.780,0.890,0.820,0.991,0.901,0.967,0.886,4.569,0.099,4.735,0.095,0.221,4.648,0.100,0.105
default,54,0.407539,0.188876,0.194299,0.138119,0.000327,5515.92,64,32,0.3,32,0.5,0.05,0.398,0.625,1.6014,0.0298,1.2442,0.0326,0.0711,1.2224,0.0268,0.0529,0.716,0.741,0.870,0.751,0.674,0.828,0.958,0.260,3.870,0.089,4.312,0.093,0.144,3.816,0.099,0.082
default,55,0.358045,0.158767,0.189452,0.126823,0.000321,5593.59,64,32,0.3,32,0.5,0.05,0.446,0.625,1.5771,0.0318,1.2577,0.0227,0.0163,1.2640,0.0187,0.0248,0.750,0.927,0.869,0.946,0.979,0.882,0.947,0.961,4.056,0.162,4.552,0.109,0.117,4.482,0.100,0.152
default,56,0.333709,0.180913,0.188150,0.139294,0.000315,5672.42,64,32,0.3,32,0.5,0.05,0.396,0.625,1.6847,0.0349,1.3118,0.0456,0.0550,1.2512,0.0164,0.0320,0.748,0.867,0.857,0.240,0.274,0.836,0.961,0.595,4.172,0.110,4.220,0.074,0.088,3.779,0.105,0.091
default,57,0.380752,0.141877,0.188675,0.129326,0.000309,5743.02,64,32,0.3,32,0.5,0.05,0.510,0.622,1.6651,0.0245,1.2473,0.0177,0.0232,1.2410,0.0218,0.0388,0.768,0.992,0.885,0.989,0.978,0.905,0.995,0.932,4.841,0.208,4.949,0.125,0.114,5.024,0.185,0.147
default,58,0.362158,0.146292,0.187858,0.128791,0.000303,5818.68,64,32,0.3,32,0.5,0.05,0.413,0.624,1.6296,0.0239,1.2471,0.0158,0.0219,1.2917,0.0290,0.0255,0.737,0.899,0.853,0.933,0.955,0.857,0.980,0.770,4.082,0.090,4.235,0.079,0.126,4.148,0.158,0.078
default,59,0.355458,0.143703,0.184850,0.134359,0.000296,5895.68,64,32,0.3,32,0.5,0.05,0.465,0.625,1.6298,0.0317,1.2533,0.0254,0.0190,1.3799,0.0156,0.0465,0.724,0.980,0.908,0.922,0.909,0.914,0.955,0.708,3.940,0.143,4.991,0.086,0.088,5.203,0.093,0.125
default,60,0.348109,0.256684,0.188709,0.132883,0.000290,5980.21,64,32,0.3,32,0.5,0.05,0.481,0.625,1.7840,0.0166,1.2453,0.0323,0.0273,1.2161,0.0352,0.0272,0.726,0.978,0.921,0.968,0.969,0.916,0.948,0.800,4.717,0.119,5.134,0.134,0.112,4.908,0.099,0.090
default,61,0.356614,0.139759,0.188952,0.131598,0.000284,6057.85,64,32,0.3,32,0.5,0.05,0.431,0.625,1.5837,0.0307,1.2537,0.0200,0.0158,1.3015,0.0335,0.0434,0.740,0.644,0.910,0.880,0.960,0.887,0.570,0.465,4.071,0.083,5.094,0.076,0.078,4.457,0.078,0.079
default,62,0.415187,0.177878,0.184366,0.138768,0.000278,6140.55,64,32,0.3,32,0.5,0.05,0.401,0.625,1.6929,0.0567,1.2428,0.0822,0.0163,1.2514,0.0180,0.0217,0.742,0.230,0.854,0.091,0.951,0.873,0.939,0.828,4.058,0.081,4.268,0.066,0.090,4.340,0.081,0.068
default,63,0.348985,0.132138,0.189009,0.125928,0.000272,6234.60,64,32,0.3,32,0.5,0.05,0.440,0.625,1.6089,0.0327,1.2462,0.0230,0.0154,1.2375,0.0213,0.0178,0.777,0.848,0.885,0.945,0.974,0.886,0.994,0.973,4.406,0.099,4.547,0.080,0.088,4.506,0.157,0.102
default,64,0.343208,0.143796,0.184240,0.136012,0.000266,6322.77,64,32,0.3,32,0.5,0.05,0.480,0.625,1.6162,0.0198,1.2951,0.0500,0.0336,1.2279,0.0282,0.0485,0.776,0.958,0.914,0.357,0.963,0.899,0.940,0.310,4.500,0.091,5.538,0.087,0.121,4.999,0.084,0.081
default,65,0.323096,0.134177,0.184211,0.135110,0.000260,6405.09,64,32,0.3,32,0.5,0.05,0.434,0.625,1.8335,0.0198,1.3391,0.0156,0.0156,1.3970,0.0158,0.0145,0.787,0.854,0.900,0.860,0.960,0.901,0.972,0.919,4.516,0.066,4.696,0.059,0.072,4.783,0.089,0.063
