severity,type,description,competition_slug,season,event_name,caption_name,score,count
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2014,"A Knight of Music and Motion",1 Visual Effect,,9
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2014,"A Knight of Music and Motion",2 Music Effect,,9
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2014,"A Knight of Music and Motion",4 Visual Ensemble,,9
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2014,"A Knight of Music and Motion",5 Color Guard,,5
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2014,"A Knight of Music and Motion",6 Brass,,5
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2014,"A Knight of Music and Motion",7 Music Ensemble,,9
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2014,"A Knight of Music and Motion",8 Percussion,,5
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2014,"A Knight of Music and Motion",Music Comm,,5
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2014,"A Knight of Music and Motion",Penalties,,8
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2014,"A Knight of Music and Motion",Visual Comm,,5
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2013,"DCI Atlanta Southeastern Championship",1 Visual Effect,,10
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2013,"DCI Atlanta Southeastern Championship",2 Music Effect,,10
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2013,"DCI Atlanta Southeastern Championship",4 Visual Ensemble,,10
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2013,"DCI Atlanta Southeastern Championship",5 Color Guard,,4
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2013,"DCI Atlanta Southeastern Championship",6 Brass,,4
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2013,"DCI Atlanta Southeastern Championship",7 Music Ensemble,,10
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2013,"DCI Atlanta Southeastern Championship",8 Percussion,,4
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2013,"DCI Atlanta Southeastern Championship",Music Comm,,4
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2013,"DCI Atlanta Southeastern Championship",Penalties,,10
warning,all_age_class,"All-Age Class scores found (should exclude from World/Open Class ML training)",,2013,"DCI Atlanta Southeastern Championship",Visual Comm,,4
